scode	s_count	school_name	school_lat	school_long	cscode	center_name	center_address	center_capacity	distance_km
27003	1000	नेशनल स्कूल अफ साइन्सेस मा.वि., लैनचौर	27.7182081667	85.3140858448	27243	SHANTI BIDHYAGRIHA SECONDARY SCHOOL	LAINCHAUR	444	0.040825090130492986
27003	1000	नेशनल स्कूल अफ साइन्सेस मा.वि., लैनचौर	27.7182081667	85.3140858448	27086	MANMOHAN MEMORIAL COLLEGE	SORAKHUTTA	500	0.500053717668479
27003	1000	नेशनल स्कूल अफ साइन्सेस मा.वि., लैनचौर	27.7182081667	85.3140858448	27018	WHITE FIELD SECONDARY SCHOOL	KHUSIBU	379	1.1180132834869108
27003	1000	नेशनल स्कूल अफ साइन्सेस मा.वि., लैनचौर	27.7182081667	85.3140858448	27337	NEPAL YOUBAK SECONDARY SCHOOL	PAKANAJOL	311	0.6661798343226321
27003	1000	नेशनल स्कूल अफ साइन्सेस मा.वि., लैनचौर	27.7182081667	85.3140858448	27208	MANASALU PUBLIC SECONDARY SCHOOL	NAYABAZAR	333	0.7150023599417773
27003	1000	नेशनल स्कूल अफ साइन्सेस मा.वि., लैनचौर	27.7182081667	85.3140858448	27074	PASANGLAMHU SHERPA SECONDARY SCHOOL	GONGABU	538	1.8592083070839347
27003	1000	नेशनल स्कूल अफ साइन्सेस मा.वि., लैनचौर	27.7182081667	85.3140858448	27341	JUDDHODAYA SECONDARY SCHOOL	CHETRAPATI	589	0.720003336998328
27003	1000	नेशनल स्कूल अफ साइन्सेस मा.वि., लैनचौर	27.7182081667	85.3140858448	27433	MAHASHREE SECONDARY SCHOOL	SAMAKHUSHI	369	1.3697014311498907
27003	1000	नेशनल स्कूल अफ साइन्सेस मा.वि., लैनचौर	27.7182081667	85.3140858448	27241	TANGAL SECONDARY SCHOOL	TANGAL	397	1.7677847500647337
27003	1000	नेशनल स्कूल अफ साइन्सेस मा.वि., लैनचौर	27.7182081667	85.3140858448	27075	SIGMA SECONDARY SCHOOL	SORAKHUTTA	500	0.5988899202394469
27003	1000	नेशनल स्कूल अफ साइन्सेस मा.वि., लैनचौर	27.7182081667	85.3140858448	27159	BIJAY SMARAK MA VI	DILLIBAZAR	275	1.9280683316349678
27003	1000	नेशनल स्कूल अफ साइन्सेस मा.वि., लैनचौर	27.7182081667	85.3140858448	27279	MAHENDRA RASTRIYA SECONDARY SCHOOL	BALUWATAR	470	1.8518085272398574
27003	1000	नेशनल स्कूल अफ साइन्सेस मा.वि., लैनचौर	27.7182081667	85.3140858448	27505	SHANTI SIKSHYA SECONDARY SCHOOL	THAHITI	500	0.8650459360791374
27003	1000	नेशनल स्कूल अफ साइन्सेस मा.वि., लैनचौर	27.7182081667	85.3140858448	27021	ANAPURNA SECONDARY SCHOOL	JYATHA	412	0.9401419237656459
27003	1000	नेशनल स्कूल अफ साइन्सेस मा.वि., लैनचौर	27.7182081667	85.3140858448	27449	NANDI SECONDARY SCHOOL	NAXAL	374	1.2103931570220856
27003	1000	नेशनल स्कूल अफ साइन्सेस मा.वि., लैनचौर	27.7182081667	85.3140858448	27106	REHDON SECONDARY SCHOOL	SAMAKHUSHI	262	1.0972361483984647
