scode	school	cscode	center	center_address	allocation	distance_km
27458	अरुणोदय माध्यमिक विद्यालय गोकर्णेश्वर, आरुबारी, काठमाडौं	27345	JUGAL ENGLISH MEDIUM SCHOOL	KAPAN	95	1.898183653635065
27106	रेडन मा.वि., सामाखुसी	27115	NABODIT BIDHYAKUNJA SECONDARY SCHOOL	MAHAIPI SORAKHUTTA	100	0.3012830526174616
27106	रेडन मा.वि., सामाखुसी	27433	MAHASHREE SECONDARY SCHOOL	SAMAKHUSHI	100	0.3165900331767275
27106	रेडन मा.वि., सामाखुसी	27248	HIMALAYA ACADEMY SECONDARY SCHOOL	KAPURDHARA	100	0.3389434518911963
27106	रेडन मा.वि., सामाखुसी	27455	BELMONT INTERNATIONAL SECONDARY SCHOOL	SAMAKHUSHI	18	0.5036289718053164
27351	गेट वे एकेडेमी स्कुल, पेप्सीकोला	27183	KAUSTUIV ACADEMY SECONDARY SCHOOL	PEPSICOLA	34	0.6503118351232431
27164	शिवपुरी मा.वि., महाराजगञ्ज	27455	BELMONT INTERNATIONAL SECONDARY SCHOOL	SAMAKHUSHI	10	1.2886100822979147
27164	शिवपुरी मा.वि., महाराजगञ्ज	27090	NEW MILINIUM ACADEMY	SUKEDHARA	100	1.537348341582105
27164	शिवपुरी मा.वि., महाराजगञ्ज	27060	LINCOLN SECONDARY SCHOOL	GONGABU	100	1.2943483207387632
27164	शिवपुरी मा.वि., महाराजगञ्ज	27038	BHANUBHAKTA MEMORIAL SECONDARY SCHOOL	PANIPOKHARI	49	0.6956681715659485
27502	शहीद शुक्र माध्यमिक विद्यालय, बागबजार, काठमाडौं	27007	TRINITY INTERNATIONAL SECONDARY SCHOOL	DILLIBAZAR	23	0.6196301545713526
27251	कामना इन्टरनेशनल मा.वि., ढुङ्गेधारा	27165	RAINBOW INTERNATIONAL BOARDING SCHOOL	DALLU CHAUNI	100	0.3879641543933619
27251	कामना इन्टरनेशनल मा.वि., ढुङ्गेधारा	27028	SIDDHARTHA BANASTHALI SCIENCE CAMPUS	BANASTHALI	83	1.0104057055316138
27425	कोटेश्वर सरस्वति मा.वि., कोटेश्वर	27063	HIMALAYA WHITE HOUSE INTERNATIONAL SECONDARY SCHOOL	TINKUNA	100	0.7365637544498811
27425	कोटेश्वर सरस्वति मा.वि., कोटेश्वर	27349	COSMIC INTERNATIONAL ACADEMY	KOTESHWOR	100	0.7257710141711498
27425	कोटेश्वर सरस्वति मा.वि., कोटेश्वर	27179	KOTESHWOR MULTIPLE CAMPUS	JADIBUTI	31	1.426090664347391
27195	प्रज्वल जुविल्याण्ट) मा.वि. कालिमाटी	27092	PAROPAKAR ADARSHA SECONDARY SCHOOL	BHIMSENSTHAN	100	0.1355525176575186
27195	प्रज्वल जुविल्याण्ट) मा.वि. कालिमाटी	27006	HOLYVISION SECONDARY SCHOOL	TAHACHAL	66	0.8923233300739357
27197	जनसेवा मा.वि. कीर्तिपुर	27203	TAUDHA RASTRIYA SECONDARY SCHOOL	TAUDHA	100	2.0627152627609333
27197	जनसेवा मा.वि. कीर्तिपुर	27319	GYANODAYA SECONDARY SCHOOL	BAFAL	15	3.586989147228674
27197	जनसेवा मा.वि. कीर्तिपुर	27043	JANAMAITRI MULTIPLE CAMPUS	KULESHWAR	15	3.149551970732865
27154	प्रोलिफ्रिक मा.वि., धुम्वाराही	27025	BAGMATI BOARDING SECONDARY SCHOOL	SUKEDHARA	13	0.37215909496036315
27110	बागमती कम्युनिटी क्याम्पस, शान्तिनगर, बानेश्वर	27172	LIVERPOOL SECONDARY SCHOOL	BANESHWAR	29	0.864700183200708
27023	पिपल्स क्याम्पस, पकनाजोल	27337	NEPAL YOUBAK SECONDARY SCHOOL	PAKANAJOL	100	0.06249698557228848
27023	पिपल्स क्याम्पस, पकनाजोल	27039	KANYA MANDIR SECONDARY SCHOOL	NAKHYA	57	0.4789012355095954
27094	सगरमाथा मल्टिपल कलेज, डिल्लीवजार	27007	TRINITY INTERNATIONAL SECONDARY SCHOOL	DILLIBAZAR	64	0.4180711114882991
27236	ब्रुकलिन एकेडेमी मा.वि. सुकेधारा	27025	BAGMATI BOARDING SECONDARY SCHOOL	SUKEDHARA	100	0.2161675246920619
27236	ब्रुकलिन एकेडेमी मा.वि. सुकेधारा	27299	THE INSIGHT VISION SECONDARY SCHOOL	DHUMBARAHI	89	0.3818097938028448
27482	एटलान्टिक बोर्डिङ स्कुल, गोकर्णेश्वर,नारायणटार, काठमाडौं	27283	TEJ BINAYAK SECONDARY SCHOOL	GOTHATAR	100	0.6377065149405746
27482	एटलान्टिक बोर्डिङ स्कुल, गोकर्णेश्वर,नारायणटार, काठमाडौं	27267	EASTPOLE SECONDARY SCHOOL	JORPATI	8	0.6368902583523557
27142	कुमारी आवासीय मा.वि., बौद्ध	27200	JANAKALYAN SECONDARY SCHOOL	BOUDHA	200	0.4228321350548243
27142	कुमारी आवासीय मा.वि., बौद्ध	27235	ROYALTY SECONDARY SCHOOL	GOKARNESHWAR	188	0.4747001021718758
27142	कुमारी आवासीय मा.वि., बौद्ध	27391	EKTA JEMS ENGLISH ACADEMY	JORPATI	69	1.3351848512097293
27422	लिटिल वड इङ्गलिस सेकेण्डरी स्कुल, गोकर्णेश्वर	27458	ARUNODAYA SECONDARY SCHOOL	GOKARNESHWAR ARUBARI	30	0.8014406502538737
27260	स्वाती सदन इ.बो.मा.वि., बालाजु	27106	REHDON SECONDARY SCHOOL	SAMAKHUSHI	100	1.3690311001359219
27260	स्वाती सदन इ.बो.मा.वि., बालाजु	27433	MAHASHREE SECONDARY SCHOOL	SAMAKHUSHI	100	1.0604671804491834
27260	स्वाती सदन इ.बो.मा.वि., बालाजु	27074	PASANGLAMHU SHERPA SECONDARY SCHOOL	GONGABU	11	1.128543165432119
27260	स्वाती सदन इ.बो.मा.वि., बालाजु	27060	LINCOLN SECONDARY SCHOOL	GONGABU	44	1.3470042370342101
27260	स्वाती सदन इ.बो.मा.वि., बालाजु	27028	SIDDHARTHA BANASTHALI SCIENCE CAMPUS	BANASTHALI	100	1.3988779837605607
27260	स्वाती सदन इ.बो.मा.वि., बालाजु	27115	NABODIT BIDHYAKUNJA SECONDARY SCHOOL	MAHAIPI SORAKHUTTA	16	1.4979596933606338
27311	सीतापाइला मा.वि,सीतापाइला	27305	GREENFIELD NATIONAL SECONDARY SCHOOL	SITAPAILA	69	0.5989114817293798
27510	स्वस्तीश्री गुरुकुल माध्यमिक विद्यालय, सिलण्डोल, नागार्जुन	27251	KAMANA INTERNATIONAL SECONDARY SCHOOL	DHUNGADHARA	1	0.33207146697148293
27352	कौशल इङ्गलिस वोर्डिङ स्कुल तारकेश्वर	27260	SWATI SADAN SECONDARY SCHOOL	MACHAPOKHARI	78	2.228896223746094
27039	कन्या मन्दिर मा.वि., न्ह्योखा	27337	NEPAL YOUBAK SECONDARY SCHOOL	PAKANAJOL	11	0.48184403184835517
27039	कन्या मन्दिर मा.वि., न्ह्योखा	27208	MANASALU PUBLIC SECONDARY SCHOOL	NAYABAZAR	54	1.1460648063484926
27039	कन्या मन्दिर मा.वि., न्ह्योखा	27086	MANMOHAN MEMORIAL COLLEGE	SORAKHUTTA	100	0.8841647244237328
27039	कन्या मन्दिर मा.वि., न्ह्योखा	27243	SHANTI BIDHYAGRIHA SECONDARY SCHOOL	LAINCHAUR	15	0.975333511046766
27393	स्किम्स पब्लिक स्कुल, महाराजगञ्ज	27045	SOUTH WESTERN ACADEMY SECONDARY SCHOOL	BASUNDHARA	86	0.4374231043592576
27171	ग्रामसेवा मा.वि., धर्मस्थली	27186	KALIDEVI SECONDARY SCHOOL	KAVRESTHALI	32	2.865615774603971
27070	लालिगुराँस राष्ट्रिय मा.वि, शंखमुल	27063	HIMALAYA WHITE HOUSE INTERNATIONAL SECONDARY SCHOOL	TINKUNA	35	1.3631805464642412
27436	कान्ति भैरव मा वि, कागेश्वरी मनोहरा, थली	27041	ADARSHA SECONDARY SCHOOL	BHADRABAS	64	1.93117459887057
27282	काठमाडौं युनिफाइड मा.वि, सरस्वतीनगर	27236	BROOKLIN ACADEMY SECONDARY SCHOOL	SUKEDHARA	100	0.34516004327499
27282	काठमाडौं युनिफाइड मा.वि, सरस्वतीनगर	27090	NEW MILINIUM ACADEMY	SUKEDHARA	100	0.5667265508903557
27489	निक एकेडेमी, सानो भर्‍याङ, काठमाडौं	27165	RAINBOW INTERNATIONAL BOARDING SCHOOL	DALLU CHAUNI	26	0.629622359815152
27238	पुष्पलाल मेमोरियल मा.वि. कपन	27478	MANASALU WORLD SECONDARY SCHOOL	CHUCHIPATI CHABAHIL	100	0.5026179948998589
27238	पुष्पलाल मेमोरियल मा.वि. कपन	27065	ARUNIMA SECONDARY SCHOOL	BOUDDHA	69	1.3461864969289312
27217	सरस्वतीकुञ्ज मा.वि. रातोपुल, ज्ञानेश्वर	27029	GOLDENGATE INTERNATIONAL SECONDARY SCHOOL	BATTISPUTALI	1	0.5547578485801338
27498	सेचेन महाबौद्ध विद्यालय, बोद्ध, काठमाडौं	27247	MAHENDRA BOUDHA SECONDARY SCHOOL	CHABAHIL	11	0.26123591068700514
27524	बालसुधार मा.वि., गोकर्णेश्वर, नयाँपाटी	27041	ADARSHA SECONDARY SCHOOL	BHADRABAS	22	1.5675609435592293
27239	सिद्धि गणेश मा.वि. गागलफेदी	27041	ADARSHA SECONDARY SCHOOL	BHADRABAS	50	3.2944500703789927
27476	जीवन तारा एकेडेमी, गोकर्णेश्वर, आरुवारी, काठमाडौं	27458	ARUNODAYA SECONDARY SCHOOL	GOKARNESHWAR ARUBARI	36	0.06348889511266231
27199	आइ.एस.टी. मा.वि. ज्ञानेश्वर	27007	TRINITY INTERNATIONAL SECONDARY SCHOOL	DILLIBAZAR	62	0.9716710126471193
27485	संस्कार मा.वि, सामाखुसी	27106	REHDON SECONDARY SCHOOL	SAMAKHUSHI	6	0.7222433636693101
27044	कलेज अफ विजनेश मेनेजमेन्ट मा.वि., गुर्जुमार्ग, डिल्लीवजार	27007	TRINITY INTERNATIONAL SECONDARY SCHOOL	DILLIBAZAR	63	0.27497334354151703
27044	कलेज अफ विजनेश मेनेजमेन्ट मा.वि., गुर्जुमार्ग, डिल्लीवजार	27101	KATHMANDU MODEL SECONDARY SCHOOL	BAGBAZAR	80	0.7750506687687573
27030	महामञ्जुश्री मा.वि., सितापाईला	27165	RAINBOW INTERNATIONAL BOARDING SCHOOL	DALLU CHAUNI	1	1.4837860566830663
27186	कालीदेवी मा.वि., काभ्रेस्थली	27146	SARASWATI SECONDARY SCHOOL	TOKHA	70	3.183158614385503
27081	स्वप्नवाटीका एकेडेमी मा.वि., वुद्धनगर	27127	CAPITAL SECONDARY SCHOOL	KOTESHWOR	33	1.9265892908875717
27307	ग्रामशिक्षा मन्दिर मा.वि,कपन	27278	BASBARI SECONDARY SCHOOL	BASBARI	100	1.8508269050748642
27307	ग्रामशिक्षा मन्दिर मा.वि,कपन	27245	BAL UDDHAR SECONDARY SCHOOL	KAPAN	11	1.439087885663551
27403	सोभेनियर वो. स्कुल, टोखा	27207	HERALD SECONDARY SCHOOL	BASUNDHARA	7	0.4485742294404949
27027	पेन्टागन इन्टरनेशनल मा.वि., तीनकुने	27063	HIMALAYA WHITE HOUSE INTERNATIONAL SECONDARY SCHOOL	TINKUNA	100	0.3319347342749901
27027	पेन्टागन इन्टरनेशनल मा.वि., तीनकुने	27183	KAUSTUIV ACADEMY SECONDARY SCHOOL	PEPSICOLA	100	1.0408667022447962
27027	पेन्टागन इन्टरनेशनल मा.वि., तीनकुने	27127	CAPITAL SECONDARY SCHOOL	KOTESHWOR	75	1.5470432174521693
27299	द इन्साइट भिजन मा.वि, धुम्बररही	27025	BAGMATI BOARDING SECONDARY SCHOOL	SUKEDHARA	100	0.4039063395475882
27299	द इन्साइट भिजन मा.वि, धुम्बररही	27090	NEW MILINIUM ACADEMY	SUKEDHARA	100	0.38726857806746406
27299	द इन्साइट भिजन मा.वि, धुम्बररही	27200	JANAKALYAN SECONDARY SCHOOL	BOUDHA	100	1.4633208351436107
27299	द इन्साइट भिजन मा.वि, धुम्बररही	27065	ARUNIMA SECONDARY SCHOOL	BOUDDHA	6	1.833494926077353
27296	भिम मा.वि वाडभञ्ज्याङ्ग	27432	PRABHAT SECONDARY SCHOOL	THANKOT	39	2.066126141880661
27514	धुम्रबराह मा.वि., धुम्बाराही	27299	THE INSIGHT VISION SECONDARY SCHOOL	DHUMBARAHI	16	0.111607369088186
27417	ल्याण्डमार्क एजुकेशनल फाउण्डेसन	27125	LABORATRY SECONDARY SCHOOL	KRITIPUR	1	2.2454137972119352
27449	श्री नन्दी मा.वि., नक्साल	27248	HIMALAYA ACADEMY SECONDARY SCHOOL	KAPURDHARA	38	1.5978920334180238
27190	वुढानिलकण्ठ मा.वि., नारायणस्थान	27201	GANESH SECONDARY SCHOOL	CHAPALI	231	2.440740032708908
27340	जनप्रभात मा.वि ,कालिमाटी	27006	HOLYVISION SECONDARY SCHOOL	TAHACHAL	76	0.3569959964892032
27340	जनप्रभात मा.वि ,कालिमाटी	27043	JANAMAITRI MULTIPLE CAMPUS	KULESHWAR	27	0.7649132059238674
27511	दीप मा.वि., भोटेबहाल	27011	VISHWO NIKETAN SECONDARY SCHOOL	TRIPURESHWAR	10	0.44446095489659376
27155	फर्पिङ मावि फर्पिङ	27203	TAUDHA RASTRIYA SECONDARY SCHOOL	TAUDHA	27	5.05754029910034
27155	फर्पिङ मावि फर्पिङ	27197	JANA SEWA SECONDARY SCHOOL	KRITIPUR	46	6.585241934503875
27091	एक्टीभ एकाडेमी मा.वि., वसुन्धारा	27393	SCHEMS PUBLIC SCHOOL	MAHARAJGUNJ	60	0.8430640116354656
27091	एक्टीभ एकाडेमी मा.वि., वसुन्धारा	27010	CHIRAN MILAN BISHWASHANTI CAMPUS	BASBARI	6	1.5969784477855538
27330	अमृत बोर्डिङ स्कुल, म्हेपी	27433	MAHASHREE SECONDARY SCHOOL	SAMAKHUSHI	16	0.7156474276750199
27394	इलिक्सर एकेडेमी, चावहिल	27050	XAVIER INTERNATIONAL SECONDARY SCHOOL	KALOPUL	52	0.4801443884407546
27037	बूढानिलकण्ठ मा.वि., नारायणस्थान	27201	GANESH SECONDARY SCHOOL	CHAPALI	51	2.2482842562840157
27509	बुढानीलकण्ठ मोडेल कम्यूनिटी एकेडेमी स्कुल, काठमाडौं	27201	GANESH SECONDARY SCHOOL	CHAPALI	1	1.7257204287796084
27374	रिपुमर्दिनी सैनिक सेकेण्डरी स्कुल, बाँसबारी	27010	CHIRAN MILAN BISHWASHANTI CAMPUS	BASBARI	85	0.4722264180030914
27305	ग्रिनफिल्ड नेशनल मा.वि,सितापाइला बाफल	27195	JUBLIENT SECONDARY SCHOOL	KALIMATI	30	1.959708928043578
27305	ग्रिनफिल्ड नेशनल मा.वि,सितापाइला बाफल	27058	EVEREST MA VI	SOLTEEMOD	100	0.8507341900650551
27305	ग्रिनफिल्ड नेशनल मा.वि,सितापाइला बाफल	27092	PAROPAKAR ADARSHA SECONDARY SCHOOL	BHIMSENSTHAN	45	1.9944909256197623
27517	कुलेश्वर मा.वि., कुलेश्वर	27043	JANAMAITRI MULTIPLE CAMPUS	KULESHWAR	22	0.9462303938636499
27517	कुलेश्वर मा.वि., कुलेश्वर	27362	KULESHWAR AWSIYA SECONDARY SCHOOL	KULESHWAR	5	0.896846061735537
27233	विजेश्वरी मा.वि. विजेश्वरी	27107	GITAMATA SECONDARY SCHOOL	BAJESHWARI	27	0.4275861981405679
27460	लालीगुराँस नेशनल एकेडेमी तारकेश्वर, मनमैजु,काठमाडौं	27207	HERALD SECONDARY SCHOOL	BASUNDHARA	43	1.3486739489366624
27427	संस्कृत मा वि, रानीपोखरी	27075	SIGMA SECONDARY SCHOOL	SORAKHUTTA	100	1.3116127712962693
27427	संस्कृत मा वि, रानीपोखरी	27101	KATHMANDU MODEL SECONDARY SCHOOL	BAGBAZAR	54	0.4836689119807976
27389	ज्ञान मन्दिर मा. वि.	27260	SWATI SADAN SECONDARY SCHOOL	MACHAPOKHARI	1	0.9262288386540366
27250	सेन्टेनियल मा.वि. जोरपाटी	27462	SARBANAM SIKSHALAYA	GOKARNESHWAR JORPATI	67	0.3184042733522918
27515	बालबाटिका स्कुल, पेप्सीकोला	27230	GANDHI ADARSHA SECONDARY SCHOOL	MANOHAR	3	0.555125273260871
27137	मदन भण्डारी स्मृति मा.वि., नयाँवानेश्वर	27029	GOLDENGATE INTERNATIONAL SECONDARY SCHOOL	BATTISPUTALI	170	1.1782210944210636
27137	मदन भण्डारी स्मृति मा.वि., नयाँवानेश्वर	27101	KATHMANDU MODEL SECONDARY SCHOOL	BAGBAZAR	29	1.3768062996992907
27137	मदन भण्डारी स्मृति मा.वि., नयाँवानेश्वर	27007	TRINITY INTERNATIONAL SECONDARY SCHOOL	DILLIBAZAR	10	0.7249366337995773
27227	सरस्वती मा.वि. जोरपाटी	27458	ARUNODAYA SECONDARY SCHOOL	GOKARNESHWAR ARUBARI	1	0.5049942283930561
27232	चापावोट मा.वि. नाङलेभारे	27214	EVER GREEN ENGLISG SECONDARY SCHOOL	SAKHU	17	8.433799263790009
27028	सिद्धार्थ बनस्थली साइन्स क्याम्पस, बालाजु	27134	PRIME INTERNATIONAL SECONDARY SCHOOL	NAYABAZAR	68	0.6803819387861793
27008	सहयोगी मा.वि., गोकर्ण	27335	AKASHDEEP ENGLISH SECONDARY SCHOOL	JORPATI	100	1.9338282007048577
27008	सहयोगी मा.वि., गोकर्ण	27366	VENUS PUBLIC SCHOOL	JORPATI	29	1.4052668649643378
27258	महाँकाल जनजागृत मा.वि. गोल्फूटार, महाँकाल	27307	GRAMSHIKSHA MANDIR SECONDARY SCHOOL	KAPAN	41	1.6481228258840548
27472	खगेन्द्र नवजीवन विशेष शिक्षा मा.वि., नारायणटार, काठमाडौं	27205	CHAMUNDA SECONDARY SCHOOL	JORPATI	18	0.23898081068507243
27115	नवोदित विद्याकुञ्ज मा.वि., म्हैपी	27433	MAHASHREE SECONDARY SCHOOL	SAMAKHUSHI	53	0.5600643149193947
27115	नवोदित विद्याकुञ्ज मा.वि., म्हैपी	27086	MANMOHAN MEMORIAL COLLEGE	SORAKHUTTA	100	0.8381706948951745
27115	नवोदित विद्याकुञ्ज मा.वि., म्हैपी	27003	NATIONAL SCHOOL OF SCIENCES SECONDARY SCHOOL	LAINCHAUR	66	0.689897433304402
27124	क्यान्भास मा.वि., वसुन्धरा	27248	HIMALAYA ACADEMY SECONDARY SCHOOL	KAPURDHARA	100	0.18594407345355535
27124	क्यान्भास मा.वि., वसुन्धरा	27106	REHDON SECONDARY SCHOOL	SAMAKHUSHI	100	0.280237226468807
27124	क्यान्भास मा.वि., वसुन्धरा	27115	NABODIT BIDHYAKUNJA SECONDARY SCHOOL	MAHAIPI SORAKHUTTA	100	0.3480703072133459
27124	क्यान्भास मा.वि., वसुन्धरा	27018	WHITE FIELD SECONDARY SCHOOL	KHUSIBU	25	1.700076916761994
27256	सौर्य इन्टरनेशनल मा.वि. गैह्रीगाउँ	27063	HIMALAYA WHITE HOUSE INTERNATIONAL SECONDARY SCHOOL	TINKUNA	40	0.7402519658470044
27496	प्यारामाउन्ट एकेडेमी, टोखा	27207	HERALD SECONDARY SCHOOL	BASUNDHARA	17	1.1219044126280586
27507	आनन्द भैरव मा वि, मुलपानी, काठमाडौं	27283	TEJ BINAYAK SECONDARY SCHOOL	GOTHATAR	44	1.3978979303263201
27112	त्रिज्योति मा.वि., कपन	27065	ARUNIMA SECONDARY SCHOOL	BOUDDHA	9	1.9410019016809463
27083	कोलम्वस मा.वि., शंखमूलमार्ग, नयाँवानेश्वर	27063	HIMALAYA WHITE HOUSE INTERNATIONAL SECONDARY SCHOOL	TINKUNA	100	1.697629079087188
27083	कोलम्वस मा.वि., शंखमूलमार्ग, नयाँवानेश्वर	27349	COSMIC INTERNATIONAL ACADEMY	KOTESHWOR	25	1.9464792468967111
27283	तेज विनायक मा.वि, गोठाटार	27335	AKASHDEEP ENGLISH SECONDARY SCHOOL	JORPATI	98	1.0928555587798856
27309	नागार्जुन भ्याली मा.वि,नागर्जुन मार्ग, काठमाडौं	27165	RAINBOW INTERNATIONAL BOARDING SCHOOL	DALLU CHAUNI	12	1.4699336337876436
27031	नेपाल राष्ट्रिय मा.वि., मनमैजु	27260	SWATI SADAN SECONDARY SCHOOL	MACHAPOKHARI	84	0.7463298982583668
27031	नेपाल राष्ट्रिय मा.वि., मनमैजु	27106	REHDON SECONDARY SCHOOL	SAMAKHUSHI	56	1.8060912596896008
27031	नेपाल राष्ट्रिय मा.वि., मनमैजु	27115	NABODIT BIDHYAKUNJA SECONDARY SCHOOL	MAHAIPI SORAKHUTTA	154	2.0199236588443448
27031	नेपाल राष्ट्रिय मा.वि., मनमैजु	27164	SHIVAPURI SECONDARY SCHOOL	MAHARJGUNJ	135	2.6485528512825844
27443	नेपाल आदर्श मा.वि, गणबहाल, काठमाडौं	27092	PAROPAKAR ADARSHA SECONDARY SCHOOL	BHIMSENSTHAN	29	0.617285892128664
27066	सीताराम मा.वि., रामकोट	27311	SITAPAILA SECONDARY SCHOOL	SITAPAILA	68	2.524186605743086
27440	मिनिल्याण्ड स्कुल चलखु, टेकु,	27092	PAROPAKAR ADARSHA SECONDARY SCHOOL	BHIMSENSTHAN	4	0.49697405724280064
27230	गान्धी आदर्श मा.वि. मनहराग्राम	27183	KAUSTUIV ACADEMY SECONDARY SCHOOL	PEPSICOLA	100	1.3890166905798675
27230	गान्धी आदर्श मा.वि. मनहराग्राम	27412	ABHISHEK GYAN MANDIR SECONDARY SCHOOL	SINAMANGAL	12	1.7843721763033689
27230	गान्धी आदर्श मा.वि. मनहराग्राम	27391	EKTA JEMS ENGLISH ACADEMY	JORPATI	271	2.2718736412565823
27413	शिक्षान्तर मा.वि., सिनामंगल	27183	KAUSTUIV ACADEMY SECONDARY SCHOOL	PEPSICOLA	74	1.1309930199261045
27163	मनकामना मा.वि.,जोरपाटी	27335	AKASHDEEP ENGLISH SECONDARY SCHOOL	JORPATI	123	0.14086954976780006
27163	मनकामना मा.वि.,जोरपाटी	27366	VENUS PUBLIC SCHOOL	JORPATI	82	1.1768008179201053
27163	मनकामना मा.वि.,जोरपाटी	27458	ARUNODAYA SECONDARY SCHOOL	GOKARNESHWAR ARUBARI	38	1.572760448934563
27163	मनकामना मा.वि.,जोरपाटी	27205	CHAMUNDA SECONDARY SCHOOL	JORPATI	200	0.7216736498290766
27163	मनकामना मा.वि.,जोरपाटी	27462	SARBANAM SIKSHALAYA	GOKARNESHWAR JORPATI	17	1.8075558152347162
27513	हाम्रो सनसाइन मा.वि, महाँकाल	27321	WITS ACADEMY	BHUWALDANDA	12	0.8540924691971302
27317	नेपाल एपीएफ स्कुल, कीर्तिपुर	27197	JANA SEWA SECONDARY SCHOOL	KRITIPUR	79	1.9614668671933648
27490	नेपाल पुलिस स्कुल, सामाखुशी, काठमाडौं	27248	HIMALAYA ACADEMY SECONDARY SCHOOL	KAPURDHARA	24	0.980474530555099
27455	श्री बेलमोन्ट इन्टरनेशनल मा.वि. सामाखुसी	27248	HIMALAYA ACADEMY SECONDARY SCHOOL	KAPURDHARA	58	0.75907433239501
27157	आदर्श इ. आइडियल मा.वि., चावहिल	27344	JOSEPH ENGLISH SCHOOL	BOUDHA MAHANKAL	1	0.40255784160163555
27223	इटर्नल लाइट अमरदिप) पब्लिक हाई स्कूल,	27243	SHANTI BIDHYAGRIHA SECONDARY SCHOOL	LAINCHAUR	1	0.7261470566092209
27362	कुलेश्वर आवाश मा.वि कुलेश्वर	27340	JANAPRABHAT SECONDARY SCHOOL	KALIMATI	73	0.873568867614086
27349	कस्मिक ईन्टरनेश्नल एकेडेमी	27063	HIMALAYA WHITE HOUSE INTERNATIONAL SECONDARY SCHOOL	TINKUNA	68	1.0348228190122093
27349	कस्मिक ईन्टरनेश्नल एकेडेमी	27179	KOTESHWOR MULTIPLE CAMPUS	JADIBUTI	100	0.9365762172784168
27349	कस्मिक ईन्टरनेश्नल एकेडेमी	27118	TRITON INTERNATIONAL SECONDARY SCHOOL	SUBDHANAGAR TINKUNE	12	0.8655231643217409
27349	कस्मिक ईन्टरनेश्नल एकेडेमी	27263	COLLEGE OF NATIONAL ACADEMIC SQUARE	KOTESHWOR	7	0.48934903294305543
27159	विजय स्मारक मा.वि., डिल्लीवजार	27039	KANYA MANDIR SECONDARY SCHOOL	NAKHYA	100	1.861634745401768
27159	विजय स्मारक मा.वि., डिल्लीवजार	27136	EVEREST CAMPUS	THAPATHALI	7	1.6628128851681907
27194	न्यू अरुणोदय ईं मा.वि. डल्लु	27107	GITAMATA SECONDARY SCHOOL	BAJESHWARI	7	0.2662928978470691
27046	काठमाडौं भ्याली कलेज, ताहचल, छाउनी	27107	GITAMATA SECONDARY SCHOOL	BAJESHWARI	45	0.1624279613828169
27129	जितपुर मा.वि., जितपुर	27186	KALIDEVI SECONDARY SCHOOL	KAVRESTHALI	19	3.7148107910461494
27240	शारदा मा.वि. तिलगंगा	27065	ARUNIMA SECONDARY SCHOOL	BOUDDHA	35	1.9499018968620272
27453	श्री न्यू भिजन एकेडेमी फुलवारी , कोटेश्वर	27349	COSMIC INTERNATIONAL ACADEMY	KOTESHWOR	23	0.18000309508645973
27093	सरस्वती आवासिय मा.वि., क्षेत्रपाटी	27341	JUDDHODAYA SECONDARY SCHOOL	CHETRAPATI	12	0.21939073202005804
27182	सान्त्वना मेमोरियल एकेडेमी मा.वि., शान्तिनगर	27349	COSMIC INTERNATIONAL ACADEMY	KOTESHWOR	32	1.2401990063365167
27182	सान्त्वना मेमोरियल एकेडेमी मा.वि., शान्तिनगर	27127	CAPITAL SECONDARY SCHOOL	KOTESHWOR	37	1.3868615140922254
27041	आदर्श मा.वि., भद्रवास	27344	JOSEPH ENGLISH SCHOOL	BOUDHA MAHANKAL	17	6.0697815400359
27041	आदर्श मा.वि., भद्रवास	27200	JANAKALYAN SECONDARY SCHOOL	BOUDHA	50	6.105350202234454
27208	मनासलु पब्लिक मा.वि., नयाँवजार	27075	SIGMA SECONDARY SCHOOL	SORAKHUTTA	59	0.2718274262923411
27415	पिस पोइन्ट वोंस्कुल मध्यवानेश्वर	27029	GOLDENGATE INTERNATIONAL SECONDARY SCHOOL	BATTISPUTALI	14	0.8784114184017864
27203	टौदह राष्ट्रिय मा.वि. टौदह	27058	EVEREST MA VI	SOLTEEMOD	39	5.683021005394114
27499	बाल विकास मा वि, नागार्जुन, रानीवन, काठमाडौं	27251	KAMANA INTERNATIONAL SECONDARY SCHOOL	DHUNGADHARA	28	1.989819484499115
27347	आगमन एकेडेमी, वालाजु	27248	HIMALAYA ACADEMY SECONDARY SCHOOL	KAPURDHARA	1	1.7585184383266637
27488	ञिङ्मा पल्युल उर्गेन दोर्जे क्षोलिङ माध्यमिक विद्यालय, दक्षिणकाली, काठमाडौं	27197	JANA SEWA SECONDARY SCHOOL	KRITIPUR	15	5.488644432362669
27293	जनविकास मा.वि	27362	KULESHWAR AWSIYA SECONDARY SCHOOL	KULESHWAR	33	1.0361701352559392
27276	सृजना आर्ट मा.वि, लाजिम्पाट	27243	SHANTI BIDHYAGRIHA SECONDARY SCHOOL	LAINCHAUR	71	0.7574022939525936
27329	रिभेरा इन्टरनेशलन एकेडेमी, मैजुवहाल, चावहिल	27065	ARUNIMA SECONDARY SCHOOL	BOUDDHA	63	0.5506304501710511
27056	एनसीसीएस मा.वि., पकनाजोल	27039	KANYA MANDIR SECONDARY SCHOOL	NAKHYA	115	0.521972665941707
27056	एनसीसीएस मा.वि., पकनाजोल	27341	JUDDHODAYA SECONDARY SCHOOL	CHETRAPATI	124	0.27227345970414035
